ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,OVERDUE
5010119,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,2,NO
5010124,F,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14995,-5365,1,0,0,1,3,NO
5010126,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,4,NO
5010138,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,2,NO
5010147,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,3,NO
5010158,M,Y,Y,0,202500,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,2,NO
5010160,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,2,NO
5010165,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,2,NO
5010172,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,1,0,0,0,2,NO
5010174,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-8824,-739,1,0,0,1,2,NO
5010175,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,4,NO
5010182,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,2,NO
5010188,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,2,NO
5010192,F,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,2,NO
5010195,M,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-18104,-1317,1,0,0,0,2,NO
5010196,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,1,NO
5010198,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,2,NO
5010208,F,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,2,NO
5010210,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,2,NO
5010215,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,3,NO
5010228,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,2,NO
5010234,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,2,NO
5010241,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,2,NO
5010253,F,Y,Y,0,247500,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,2,NO
5010256,F,Y,Y,1,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14686,-3600,1,1,0,0,3,NO
5010258,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,3,NO
5010283,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,2,NO
5010293,F,N,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-10016,-1164,1,1,0,0,1,NO
5010296,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14918,-1866,1,0,0,0,2,NO
5010302,F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233,-6218,1,1,1,0,2,NO
5010305,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23413,365243,1,0,0,0,2,NO
5010309,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,3,NO
5010317,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-9493,-130,1,0,0,1,2,NO
5010322,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,2,NO
5010346,F,N,Y,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20023,-1894,1,0,0,1,2,NO
5010348,F,N,N,0,126000,Working,Secondary / secondary special,Single / not married,With parents,-8209,-951,1,0,0,0,1,NO
5010351,M,Y,N,1,180000,State servant,Incomplete higher,Married,With parents,-10591,-1195,1,0,0,0,3,NO
5010356,F,N,Y,0,310500,State servant,Higher education,Single / not married,House / apartment,-13141,-1317,1,0,0,1,1,NO
5010358,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14265,-7373,1,1,1,0,2,NO
5010360,F,N,Y,2,67500,Working,Secondary / secondary special,Separated,House / apartment,-14832,-7404,1,1,0,0,3,NO
5010361,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12383,-2017,1,1,1,0,1,NO
5010365,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,2,NO
5010371,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,2,NO
5010385,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,1,0,0,1,2,NO
5010394,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,-14148,-1591,1,1,1,0,3,NO
5010402,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,2,NO
5010414,M,Y,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,2,NO
5010420,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,2,NO
5010431,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-11107,-130,1,0,0,0,3,NO
5010434,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,2,NO
5010447,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,2,NO
5010453,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13247,-5823,1,1,0,0,2,NO
5010456,F,N,Y,0,171000,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,2,NO
5010465,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12622,-678,1,0,1,0,3,NO
5010468,M,Y,Y,0,675000,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,2,NO
5010473,M,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-13087,-313,1,0,0,0,2,NO
5010480,M,Y,Y,2,315000,Working,Higher education,Married,House / apartment,-13803,-160,1,1,1,0,4,NO
5010485,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,2,NO
5010491,F,Y,N,2,270000,State servant,Higher education,Married,House / apartment,-13768,-4666,1,0,0,0,4,NO
5010496,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,3,NO
5010501,F,N,N,1,90000,Working,Secondary / secondary special,Separated,Rented apartment,-14210,-344,1,0,0,1,2,NO
5010503,F,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-17334,-2504,1,0,0,0,1,NO
5010507,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,3,NO
5010515,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-10053,-1652,1,0,0,1,2,NO
5010518,M,Y,Y,1,450000,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,3,NO
5010531,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20365,365243,1,0,0,0,2,NO
5010534,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-21180,-1440,1,0,0,0,2,NO
5010535,F,Y,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,4,YES
5010542,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,1,NO
5010556,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,2,NO
5010564,F,Y,Y,0,121500,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,2,NO
5010574,M,Y,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,-11320,-1591,1,0,0,1,3,NO
5010583,F,N,N,1,72000,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,1,0,0,1,3,NO
5010584,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20476,-525,1,0,0,0,2,NO
5010586,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,3,NO
5010592,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,2,NO
5010598,F,N,Y,1,247500,Commercial associate,Incomplete higher,Married,House / apartment,-10916,-921,1,0,0,0,3,NO
5010599,F,N,Y,2,90000,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,4,NO
5010606,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,1,NO
5010613,F,N,Y,0,184500,Working,Secondary / secondary special,Married,House / apartment,-18551,-1226,1,0,0,0,2,NO
5010615,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,2,NO
5010620,F,N,Y,0,103500,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,2,NO
5010625,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,1,NO
5010632,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,2,NO
5010642,F,N,N,0,180000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,2,NO
5010644,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-19096,365243,1,0,0,0,2,NO
5010645,F,Y,Y,2,67500,Working,Higher education,Married,House / apartment,-11925,-1621,1,0,0,0,4,NO
5010647,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,3,NO
5010652,M,Y,N,0,180000,Working,Higher education,Single / not married,House / apartment,-11055,-1074,1,0,0,0,1,NO
5010653,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,4,NO
5010665,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,2,NO
5010672,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15514,-8714,1,0,0,0,3,NO
5010675,F,N,Y,2,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12798,-648,1,0,0,0,4,NO
5010676,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-20815,-829,1,0,0,1,2,NO
5010678,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,2,NO
5010689,M,Y,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-20659,-313,1,1,1,1,1,NO
5010691,M,N,N,0,202500,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,2,NO
5010696,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,4,NO
5010706,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,2,NO
5010709,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,4,NO
5010715,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,2,NO
5010734,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,2,NO
5010743,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,2,NO
5010750,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,2,NO
5010758,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,2,NO
5010760,F,Y,Y,1,112500,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,2,NO
5010764,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,1,NO
5010772,F,N,N,0,360000,Working,Secondary / secondary special,Married,House / apartment,-15533,-3386,1,0,0,0,2,NO
5010773,F,N,Y,0,135000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,2,NO
5010779,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-14474,-2259,1,0,0,1,3,NO
5010783,F,N,Y,0,165150,Pensioner,Higher education,Married,House / apartment,-23372,365243,1,0,0,0,2,NO
5010785,M,N,N,0,337500,Working,Higher education,Married,House / apartment,-17004,-4574,1,0,0,1,2,NO
5010789,F,N,Y,1,99000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,3,NO
5010795,F,N,N,0,45000,State servant,Secondary / secondary special,Married,House / apartment,-13941,-5334,1,1,1,0,2,NO
5010797,F,N,Y,0,270000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,2,NO
5010804,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,3,NO
5010813,F,N,Y,2,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,4,NO
5010819,F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,2,NO
5010835,M,Y,Y,2,139500,Working,Secondary / secondary special,Married,House / apartment,-17281,-5578,1,1,0,0,4,NO
5010836,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18656,-2656,1,0,0,0,2,NO
5010840,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-11050,-921,1,0,0,0,3,NO
5010841,F,Y,Y,0,112500,Pensioner,Higher education,Married,House / apartment,-22395,365243,1,0,0,0,2,NO
5010843,F,Y,Y,0,157500,Working,Higher education,Married,House / apartment,-11822,-739,1,0,0,1,2,NO
5010848,F,N,Y,0,54000,Pensioner,Lower secondary,Married,House / apartment,-22276,365243,1,0,0,0,2,NO
5010850,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-17864,-7070,1,0,0,1,3,NO
5010856,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,2,NO
5010861,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14045,-1043,1,0,0,0,3,NO
5010862,M,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,3,NO
5010874,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,2,NO
5010883,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-9910,-678,1,0,0,0,3,NO
5010886,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,2,NO
5010897,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,2,NO
5010902,F,N,Y,1,360000,Working,Secondary / secondary special,Married,House / apartment,-10556,-1379,1,0,0,0,3,NO
5010908,F,Y,Y,0,81000,Pensioner,Higher education,Married,House / apartment,-20399,365243,1,0,0,0,2,NO
5010916,M,Y,Y,0,243000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,2,NO
5010921,F,N,N,0,94500,Working,Secondary / secondary special,Widow,Rented apartment,-22265,-829,1,0,0,1,1,NO
5010924,F,Y,Y,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,4,NO
5010934,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,1,NO
5010943,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-22828,365243,1,0,0,0,2,NO
5010944,F,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,3,NO
5010953,M,Y,Y,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,2,NO
5010960,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-11505,-1043,1,0,0,1,2,NO
5010962,F,N,N,0,256500,Commercial associate,Higher education,Married,House / apartment,-11212,-2565,1,0,0,1,2,NO
5010972,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13617,-2748,1,0,0,0,3,NO
5010974,M,Y,Y,0,126000,Working,Higher education,Married,House / apartment,-18214,-3508,1,0,0,1,2,NO
5010977,F,N,Y,0,67500,Working,Secondary / secondary special,Separated,Municipal apartment,-13225,-829,1,1,0,0,1,NO
5010980,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18045,-1805,1,0,0,0,1,NO
5010981,M,Y,N,1,270000,Working,Incomplete higher,Married,House / apartment,-15053,-3386,1,0,0,0,3,NO
5010983,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22119,365243,1,0,0,0,2,NO
5010986,F,N,Y,0,121500,Commercial associate,Higher education,Single / not married,Rented apartment,-11118,-3873,1,1,0,0,1,NO
5010990,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,2,NO
5011001,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,1,0,0,1,2,NO
5011011,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12021,-130,1,0,1,1,2,NO
5011022,M,Y,Y,2,99000,State servant,Secondary / secondary special,Married,With parents,-16558,-3235,1,0,0,0,4,NO
5011028,F,N,Y,0,292500,Working,Secondary / secondary special,Civil marriage,House / apartment,-16588,-1013,1,0,0,1,2,NO
5011031,F,N,Y,1,135000,Working,Academic degree,Civil marriage,House / apartment,-17489,-7557,1,0,1,0,3,NO
5011036,F,N,Y,0,315000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20298,365243,1,0,0,0,2,NO
5018414,F,N,Y,1,33300,Pensioner,Secondary / secondary special,Married,House / apartment,-22784,365243,1,0,0,0,3,NO
5018417,M,Y,Y,2,697500,Commercial associate,Higher education,Separated,House / apartment,-14184,-5295,1,0,0,0,3,NO
5018419,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18414,-5203,1,0,0,0,2,NO
5018422,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18817,-1094,1,0,0,0,2,NO
