longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.08,34.14,45,2923,604,1903,560,3.1729,218700,INLAND
-118.12,33.85,37,2584,453,1333,481,4.3661,219900,<1H OCEAN
-118.21,33.94,40,2227,594,2244,580,2.4459,143800,<1H OCEAN
-117.79,33.68,9,1633,295,928,297,5.7858,265900,<1H OCEAN
-118.15,34.02,43,2172,605,2386,597,2.8239,150600,<1H OCEAN
-122.34,37.99,42,1531,326,1271,377,2.6167,85100,NEAR BAY
-117.85,33.62,13,5192,658,1865,662,15.0001,500001,<1H OCEAN
-118.46,34.4,12,25957,4798,10475,4490,4.542,195300,<1H OCEAN
-122.49,37.78,52,3440,722,1663,665,3.0278,356300,NEAR BAY
-118.11,33.88,35,1623,304,868,272,3.5893,276000,<1H OCEAN
-122.2,37.4,37,1296,194,540,192,8.2782,500001,NEAR OCEAN
-118.36,34.19,46,1676,322,846,295,5.1814,209500,<1H OCEAN
-121.42,38.54,29,1407,265,556,235,3.0521,108000,INLAND
-118.1,34.1,41,1379,315,1249,309,2.6553,183100,<1H OCEAN
-122.51,37.78,47,2496,494,1201,454,4.0353,342200,NEAR BAY
-121.97,37.96,28,1433,290,877,313,4.7891,184800,INLAND
-122.72,38.47,29,1706,415,990,394,1.9932,164800,<1H OCEAN
-118.4,33.87,40,1679,372,719,385,6.435,479500,<1H OCEAN
-118.56,34.19,34,2579,561,1237,517,4.433,235100,<1H OCEAN
-121.76,37.29,15,2267,348,1150,327,7.1267,277900,<1H OCEAN
-118.58,34.24,26,3239,647,1529,590,3.2426,236900,<1H OCEAN
-121.22,37.81,20,1811,352,1191,327,4.0125,121500,INLAND
-116.98,32.74,17,3943,843,1995,766,2.6944,158300,<1H OCEAN
-118.51,34.26,29,2472,354,1109,397,5.5433,332500,<1H OCEAN
-117.31,34.15,34,2037,385,1195,391,3.9231,96000,INLAND
-118.14,33.86,37,1404,257,652,258,4.2062,195400,<1H OCEAN
-121.86,37.36,31,1602,358,1179,354,4.4896,156800,<1H OCEAN
-121,37.66,43,2039,331,875,342,3.9844,152000,INLAND
-118.46,34.04,17,2729,897,1404,758,3.1235,420800,<1H OCEAN
-119.21,36.3,23,951,235,806,222,1.7734,41400,INLAND
-120.17,39.33,18,1046,204,486,179,4.119,110900,INLAND
-118.44,34.06,14,520,292,282,213,2.2857,500001,<1H OCEAN
-117.87,33.9,21,3181,447,1416,469,6.8268,280300,<1H OCEAN
-118.24,34.14,20,3196,994,2929,983,3.0206,219500,<1H OCEAN
-120.45,34.64,27,2696,622,1322,543,3.0352,135400,NEAR OCEAN
-118.53,34.27,32,1931,298,948,314,5.3847,329200,<1H OCEAN
-121.8,37.26,18,3631,947,2357,757,2.875,184400,<1H OCEAN
-117.88,33.85,18,2705,713,2726,674,2.7759,200000,<1H OCEAN
-118.46,34.02,29,2329,833,1953,800,2.6639,233300,<1H OCEAN
-117.62,34.08,30,1372,235,1047,225,3.1597,116300,INLAND
-117.02,34.03,19,4415,648,1627,619,4.2361,191600,INLAND
-121.27,37.87,34,1010,206,678,234,2.9531,104000,INLAND
-118.33,33.93,37,1831,356,925,338,4.4091,148400,<1H OCEAN
-119.67,36.57,32,1604,292,868,276,2.1908,110000,INLAND
-121.92,37.28,26,6201,783,2381,819,7.9819,397000,<1H OCEAN
-119.95,38.95,21,2046,580,952,353,1.7245,92200,INLAND
-117.33,33.03,31,1171,321,603,267,2.8611,314300,NEAR OCEAN
-118.38,33.83,40,3070,570,1264,506,5.1626,432700,<1H OCEAN
-121.82,37.25,16,2650,600,1969,586,3.9461,194300,<1H OCEAN
-118.94,35.39,13,3137,417,1318,397,7.7751,194100,INLAND
-117.85,33.61,14,4340,741,1505,670,7.5674,500001,<1H OCEAN
-117.19,32.86,19,3716,563,1788,587,5.2113,267400,NEAR OCEAN
-121.73,38.55,34,1717,393,1224,387,2.7917,130800,INLAND
-120.97,37.64,42,2359,504,1131,480,2.0833,95500,INLAND
-121.45,38.58,44,2314,415,796,388,3.4914,153900,INLAND
-121.97,36.97,24,3665,870,1954,833,2.8036,228500,NEAR OCEAN
-118.21,33.92,28,2949,1003,4551,930,1.9026,131900,<1H OCEAN
-121.94,37.53,33,2095,342,941,304,5.761,259600,<1H OCEAN
-122.31,37.99,25,6508,1137,3259,1081,4.2348,157800,NEAR BAY
-117.14,33.12,7,6126,1032,2662,923,4.9005,264000,<1H OCEAN
-122.13,39.74,20,1401,280,668,250,2.2569,94300,INLAND
-117.9,34.1,35,2739,475,1481,483,4.5655,176600,<1H OCEAN
-122.33,38.33,15,3193,468,1303,426,5.3017,202600,NEAR BAY
-122.41,37.79,52,3610,1286,1504,1047,3.2059,500001,NEAR BAY
-118.6,34.21,21,9512,2560,7282,2387,2.8039,227500,<1H OCEAN
-117.05,34.03,28,3009,698,1200,626,1.3993,104600,INLAND
-119.68,34.44,23,2600,398,917,374,8.7394,500001,<1H OCEAN
-118.22,34.14,52,1388,271,735,239,3.7404,247700,<1H OCEAN
-122.35,37.96,35,1326,346,1023,295,2.0724,97700,NEAR BAY
-121.27,37.98,43,2608,516,1322,528,2.5714,70000,INLAND
-119.72,34.42,49,1610,370,961,351,2.6983,260100,NEAR OCEAN
-118.29,34.04,48,1353,488,1945,487,2.4359,123700,<1H OCEAN
-117.89,33.61,16,2413,559,656,423,6.3017,350000,<1H OCEAN
-119.53,34.41,8,1705,400,886,391,3.9659,297400,<1H OCEAN
-118.21,33.96,43,1686,446,1590,474,2.3241,159300,<1H OCEAN
-118.19,33.95,41,1368,309,1244,312,3.0833,164800,<1H OCEAN
-121.8,39.33,30,1019,192,501,185,2.5259,81300,INLAND
-122.09,37.64,36,1885,307,853,271,4.1141,173100,NEAR BAY
-117.36,34.11,35,2969,521,1555,503,3.25,107100,INLAND
-124.17,40.77,30,1895,366,990,359,2.2227,81300,NEAR OCEAN
-119.17,34.29,18,3932,724,1896,680,5.2953,279400,NEAR OCEAN
-122.94,38.53,49,1141,239,505,184,3.7143,148800,<1H OCEAN
-118.5,34.21,35,1668,332,807,311,4.5125,200300,<1H OCEAN
-117.34,33.94,20,4589,594,1660,595,7.4141,236500,INLAND
-118.41,33.9,39,2311,404,1044,380,8.468,472100,<1H OCEAN
-116.51,33.94,12,3369,780,1315,584,1.7388,66000,INLAND
-117.65,33.45,15,7468,1275,3033,1217,5.49,239300,NEAR OCEAN
-117.07,32.79,36,3583,642,1711,602,3.9745,170800,NEAR OCEAN
-118.26,34.1,52,1310,263,689,208,4.0721,350000,<1H OCEAN
-118.39,33.86,34,2361,442,915,437,5.687,392400,<1H OCEAN
-118.13,34.01,43,782,207,827,223,3.1538,154300,<1H OCEAN
-120.87,37.07,26,2036,401,1343,414,3.6331,88600,INLAND
-122.44,37.73,43,3700,684,1488,623,5.5622,313600,NEAR BAY
-119.63,36.58,22,1794,435,1127,359,1.2647,55300,INLAND
-117.2,33.7,23,6323,1196,1984,1124,2.3276,92400,<1H OCEAN
-121.24,38.72,12,3605,576,1556,549,4.9,203700,INLAND
-117.98,33.77,22,3236,673,2034,662,4.0955,174200,<1H OCEAN
-118.5,34.19,35,2720,490,1158,445,5.0796,228300,<1H OCEAN
-122.09,37.41,18,1476,473,838,415,3.575,274000,NEAR BAY
-121.73,38.54,18,974,317,521,317,1.0633,137500,INLAND
-119.57,36.27,20,2673,452,1394,449,2.625,97400,INLAND
-122.73,38.44,35,1120,297,659,274,2.3824,145000,<1H OCEAN
-118.48,34.07,29,4767,777,1500,638,10.7937,500001,<1H OCEAN
-118.26,33.89,36,2230,417,1395,381,2.8493,109600,<1H OCEAN
-118.09,33.9,37,1147,258,742,242,4.0461,153500,<1H OCEAN
-118.13,34.09,42,700,212,662,210,3.0078,191700,<1H OCEAN
-119.71,36.76,28,2675,527,1392,521,2.3108,72000,INLAND
-117.62,33.43,27,3858,1062,2321,873,3.3155,231000,NEAR OCEAN
-121.65,39.32,40,812,154,374,142,2.7891,73500,INLAND
-121.96,37.39,20,1032,229,658,238,4.5062,219300,<1H OCEAN
-117.76,34.12,16,9020,1509,3575,1486,4.2415,275700,INLAND
-122.01,38.27,17,9089,1542,4758,1520,4.0619,126600,INLAND
-117.19,32.84,30,2492,406,1250,431,5.5277,197100,NEAR OCEAN
-122.06,37.39,26,18,4,8,4,3.75,375000,NEAR BAY
-122.47,37.72,47,1176,286,564,258,3.2059,350000,NEAR OCEAN
-122.28,38.31,52,58,18,48,22,1.76,166700,NEAR BAY
-118.27,34.07,38,1270,556,1692,450,1.87,170800,<1H OCEAN
-118.53,34.44,19,1285,195,650,193,6.0398,217800,<1H OCEAN
-118.08,34.01,34,1914,549,2122,529,2.5969,150200,<1H OCEAN
-118.15,34.08,44,1053,251,941,256,3.125,205600,<1H OCEAN
-118.07,34.17,34,4062,597,1525,566,7.8588,454800,INLAND
-122.3,37.84,14,7355,2408,3100,2051,4.0018,143800,NEAR BAY
-119.34,36.32,14,1204,227,633,247,3.925,83800,INLAND
-117.4,34,24,2316,599,1829,532,1.6955,86800,INLAND
-118.18,33.97,30,2887,866,2806,830,2.2122,169400,<1H OCEAN
-118.1,33.89,35,994,203,602,185,3.5865,178000,<1H OCEAN
-121.08,38.89,41,3471,753,1680,710,2.6701,139000,INLAND
-121.29,38.15,23,4183,633,1886,628,4.8787,175300,INLAND
-118.56,34.21,36,1286,242,788,248,3.5333,196800,<1H OCEAN
-117.32,34.1,27,2053,461,1737,463,3.1213,78800,INLAND
-118.26,33.92,40,1076,244,705,255,1.7986,98900,<1H OCEAN
-118.36,33.81,25,9042,2022,4458,1944,4.5592,378800,<1H OCEAN
-122.27,38.68,18,742,142,343,119,3.1563,98400,INLAND
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,NEAR BAY
-123.52,41.01,17,1564,345,517,222,2.1542,83800,INLAND
-120.49,37.26,28,2159,416,1283,378,1.8939,83000,INLAND
-120.47,35.74,9,4267,785,2065,691,3.7303,162700,<1H OCEAN
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,NEAR BAY
-117.82,34.13,27,3770,573,1606,562,6.1321,309700,INLAND
-121.31,38.72,11,2306,420,1308,418,3.9506,122200,INLAND
-116.86,33.73,13,2604,443,978,417,2.933,170700,INLAND
-117.96,33.87,35,1972,367,1152,356,3.7222,187500,<1H OCEAN
-117.09,34.07,24,6260,1271,3132,1189,2.5156,103000,INLAND
-119.02,35.33,35,2053,412,1193,387,2.75,65800,INLAND
-122.44,37.77,52,2994,736,1428,700,3.0766,438900,NEAR BAY
-120.51,36.55,20,1193,263,1274,241,1.9417,38800,INLAND
-122.47,37.85,19,1926,593,881,546,2.9145,140400,NEAR BAY
-118.07,34.14,42,3200,685,1668,628,3.375,260400,INLAND
-122.22,37.77,40,494,114,547,135,2.8015,114800,NEAR BAY
-118.62,34.2,29,2421,402,1120,388,5.0309,244800,<1H OCEAN
-118.41,34.29,35,1008,204,1162,215,3.35,147600,<1H OCEAN
-122.04,37.63,33,952,172,369,159,3.2331,226700,NEAR BAY
-116.74,33.62,11,2385,661,682,242,2.9141,214300,INLAND
-117.92,33.79,26,2737,614,1877,606,2.8622,184300,<1H OCEAN
-120.57,38.35,17,1504,358,661,250,2.2604,84800,INLAND
-117.02,32.69,7,6055,1004,3031,952,4.436,135000,NEAR OCEAN
-118.08,33.81,21,1189,281,577,264,3.3155,237500,<1H OCEAN
-117.29,34.14,48,1717,307,610,267,3.125,97600,INLAND
-118.2,33.9,26,1000,275,1178,263,2.12,105000,<1H OCEAN
-121.48,38.55,52,2216,333,714,327,4.8603,191900,INLAND
-118.14,34.15,17,1896,674,971,652,0.8438,175000,<1H OCEAN
-118.06,33.88,17,7187,1073,3844,1068,6.5901,337400,<1H OCEAN
-119.73,36.75,39,1745,321,901,303,3.1719,67900,INLAND
-121.99,37.26,29,2718,365,982,339,7.9234,500001,<1H OCEAN
-117.96,34.03,35,2093,,1755,403,3.4115,150400,<1H OCEAN
-118.2,34.04,44,1582,544,1998,515,1.6888,125000,<1H OCEAN
-117.77,33.7,15,1392,267,681,263,5.4248,187200,<1H OCEAN
-117.86,33.76,15,851,297,1326,254,2.8289,117500,<1H OCEAN
-117.7,33.53,5,6698,1254,2834,1139,5.9088,288500,<1H OCEAN
-118.11,34,24,2403,590,2103,547,2.7292,193800,<1H OCEAN
-118.18,33.8,30,2734,758,2951,691,1.7689,117600,NEAR OCEAN
-118.07,33.97,36,1265,273,1052,253,4.8929,156200,<1H OCEAN
-121.97,37.44,17,127,28,219,22,4.5179,112500,<1H OCEAN
-118.21,33.93,39,354,73,184,58,2.7679,108900,<1H OCEAN
-121.61,37.86,30,1428,287,989,287,3.691,154400,INLAND
-120.01,38.89,24,1669,422,589,281,3.0089,100800,INLAND
-117.84,34,26,797,117,383,114,6.8758,253800,<1H OCEAN
-118.43,34,30,2148,597,1341,559,3.3995,324000,<1H OCEAN
-119.85,36.8,14,4177,914,2300,867,2.9565,73000,INLAND
-117.23,32.8,21,2429,579,1011,538,3.225,229400,NEAR OCEAN
-118.3,33.84,37,1241,226,621,255,4.9196,232400,<1H OCEAN
-118.33,33.86,36,854,160,473,150,6.3992,259600,<1H OCEAN
-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND
-121.4,38.63,30,3626,834,1577,806,2.517,130400,INLAND
-116.94,33.73,17,5160,851,2344,781,3.7175,120000,INLAND
-119.36,35.55,29,510,84,236,73,2.7,125000,INLAND
-118.08,33.79,34,2840,395,1127,396,7.6144,376200,<1H OCEAN
-121.92,36.62,52,1001,191,425,184,3.7614,241700,NEAR OCEAN
-117.3,34.18,19,2526,381,1176,381,5.5136,137100,INLAND
-120.44,34.66,22,3231,549,1739,581,4.5417,142400,NEAR OCEAN
-118.52,34.2,19,4315,1304,2490,1222,2.6437,195000,<1H OCEAN
-116.98,32.85,12,3570,713,3321,666,4.0882,134500,<1H OCEAN
-121.86,37.27,19,1852,268,866,272,5.6139,279500,<1H OCEAN
-120.57,37.35,18,704,176,520,154,3.003,101300,INLAND
-118.28,34.08,42,997,374,982,372,2.9423,200000,<1H OCEAN
-117.11,33.11,17,2641,627,1167,647,2.2875,132400,<1H OCEAN
-117.13,32.75,24,1877,519,898,483,2.2264,112500,NEAR OCEAN
-118.24,33.97,37,1212,314,1403,279,2.5536,117200,<1H OCEAN
-120.98,37.62,26,3819,955,3010,932,1.9206,81300,INLAND
-118.21,33.96,39,2050,529,1959,485,2.1389,168900,<1H OCEAN
-118.09,33.98,39,936,194,691,211,3.6875,169500,<1H OCEAN
-120.51,37.29,20,4927,1042,4205,1009,1.7679,79800,INLAND
-121.23,37.81,16,2085,342,1236,345,5.5591,149300,INLAND
-123.7,39.32,18,1652,352,711,292,3.1071,213200,<1H OCEAN
-121.06,37.42,52,504,96,295,97,3.5,73500,INLAND
-117.08,32.6,24,1901,490,1334,476,2.2544,121900,NEAR OCEAN
-118.23,34.13,48,1308,,835,294,4.2891,214800,<1H OCEAN
-118.36,34.04,49,995,184,462,194,2.7917,242000,<1H OCEAN
-118.18,33.79,42,1571,435,1631,417,1.6384,128000,NEAR OCEAN
-117.07,32.63,37,2303,379,1026,357,3.455,156900,NEAR OCEAN
-118.42,33.92,25,3521,852,1524,764,3.8086,361300,<1H OCEAN
-117.9,33.7,15,2289,686,982,634,4.5757,162500,<1H OCEAN
-118.1,33.91,29,505,113,411,113,2.6397,164400,<1H OCEAN
-122.27,37.85,52,4076,920,1800,815,2.7054,182300,NEAR BAY
-118.28,33.79,28,1895,420,1422,389,4.3816,191300,<1H OCEAN
-121.83,37.32,17,1887,664,1906,597,2.5652,165300,<1H OCEAN
-118.39,34.16,20,4084,1062,1637,987,3.2388,256300,<1H OCEAN
-118.01,34.1,27,2424,542,1713,557,3.8085,181400,INLAND
-118.37,34.07,50,2519,,1117,516,4.3667,405600,<1H OCEAN
-117.38,34.11,36,1497,264,894,275,3.3066,96300,INLAND
-118.35,33.97,25,1864,616,1710,575,2.2303,159400,<1H OCEAN
-118.15,34.09,52,2203,430,1238,403,4.4306,225800,<1H OCEAN
-121.97,37.57,21,4342,783,2172,789,4.6146,247600,<1H OCEAN
-122.26,38,6,678,104,318,91,5.2375,246400,NEAR BAY
-122.17,37.75,41,1257,271,828,230,2.5043,92300,NEAR BAY
-121.7,39.37,32,1852,373,911,365,1.7885,57000,INLAND
-118.08,33.89,41,834,166,603,179,3.7321,167500,<1H OCEAN
-117.88,34,21,5459,1086,3394,1087,3.6308,192100,<1H OCEAN
-117.83,33.82,23,1100,285,940,267,3.6953,150000,<1H OCEAN
-121.89,37.44,8,2534,,1527,364,7.8532,422800,<1H OCEAN
-118.44,33.98,21,18132,5419,7431,4930,5.3359,500001,<1H OCEAN
-117.47,34.12,6,10565,1767,5690,1555,4.1797,141000,INLAND
-117.16,33.57,2,20391,3245,7132,2716,3.9443,187300,<1H OCEAN
-120.57,34.96,38,1145,297,1107,296,2.1776,89100,NEAR OCEAN
-120.46,37.33,4,786,116,368,109,6.3215,138200,INLAND
-121.9,37.25,28,2714,502,1389,490,5.7385,240400,<1H OCEAN
-122.48,37.74,52,2841,517,1372,517,3.9236,335000,NEAR OCEAN
-121.27,38.05,26,378,75,164,65,3.4107,82800,INLAND
-118.36,33.86,34,1865,345,963,302,5.543,305900,<1H OCEAN
-117.24,32.72,39,3819,594,1361,583,6.6013,396400,NEAR OCEAN
-118.27,33.83,34,1124,245,717,242,3.1667,186900,<1H OCEAN
-120.42,34.96,19,2298,511,1246,513,2.212,132000,<1H OCEAN
-118.3,34.07,28,5221,2530,5840,2374,1.8829,300000,<1H OCEAN
-117.18,32.83,31,1772,353,1090,350,3.9265,162000,NEAR OCEAN
-121.32,37.67,21,1494,271,781,255,4.3015,250000,INLAND
-119.34,36.32,6,3266,604,1769,580,3.1574,89200,INLAND
-122.32,37.93,40,1141,213,434,196,3.9464,186900,NEAR BAY
-122.45,37.76,51,2564,457,810,442,5.6235,500001,NEAR BAY
-118.53,34.27,33,1927,305,896,293,5.634,320500,<1H OCEAN
-121.85,37.4,23,1793,319,1145,310,5.5968,243200,<1H OCEAN
-121.86,37,16,8638,1392,3706,1251,5.503,351800,<1H OCEAN
-118.17,34.66,9,1561,253,731,233,5.7049,173200,INLAND
-118.3,33.72,35,2790,,1167,441,6.2028,361500,NEAR OCEAN
-117.64,33.45,26,1528,,607,218,6.2871,325500,NEAR OCEAN
-122.58,38.43,10,3597,661,1132,639,3.9375,269200,<1H OCEAN
-118.31,33.83,45,2929,755,1635,652,2.9375,273000,<1H OCEAN
-118.95,34.19,24,2719,434,1318,424,4.675,228800,<1H OCEAN
-117.24,33.4,16,2704,463,1322,424,3.7857,227000,<1H OCEAN
-120.95,37.62,11,4981,814,1934,686,3.7041,174800,INLAND
-117.01,32.73,22,2526,530,1556,529,2.8646,120800,NEAR OCEAN
-118.04,34.05,32,1252,273,1337,263,2.6579,156800,<1H OCEAN
-124,40.22,16,2088,535,816,326,1.319,70700,<1H OCEAN
-123.59,38.8,17,5202,1037,1742,803,3.1201,176100,NEAR OCEAN
-122.21,37.78,52,1056,224,792,245,2.6583,142600,NEAR BAY
-118,33.89,35,1065,176,574,171,5.0384,200800,<1H OCEAN
-121.89,37.3,52,2071,362,825,364,4.2414,284800,<1H OCEAN
-122.26,37.9,37,2220,335,903,362,7.8336,371300,NEAR BAY
-122.2,37.48,41,733,155,652,140,5.1654,233600,NEAR BAY
-119.3,36.31,16,2234,357,1150,361,4.2778,97300,INLAND
-121.49,38.51,30,3166,607,1857,579,3.1768,79500,INLAND
-122.28,37.81,52,386,164,346,155,0.8075,137500,NEAR BAY
-121.81,37.29,15,5957,1037,3838,997,6.2907,253100,<1H OCEAN
-118.04,34.09,34,2001,388,1461,397,3.8304,183000,INLAND
-117.6,33.91,15,1864,271,1006,288,7.2379,251000,INLAND
-119.88,34.42,22,2367,492,1333,488,3.6304,312200,NEAR OCEAN
-122.33,37.96,46,1222,236,819,251,3.9118,129400,NEAR BAY
-117.75,33.71,15,2849,537,878,520,3.2841,158300,<1H OCEAN
-122.48,37.68,31,3506,653,2296,645,5.5647,268700,NEAR OCEAN
-121.5,38.57,9,745,175,297,160,3.358,77500,INLAND
-116.71,33.94,12,549,109,209,90,3.0208,66300,INLAND
-117.9,33.71,16,1917,317,1324,351,6.2488,252000,<1H OCEAN
-117.98,33.94,32,2562,491,1222,446,4.0985,226200,<1H OCEAN
-117.13,32.7,35,365,98,463,112,2.5588,78800,NEAR OCEAN
-116.45,33.78,16,5228,992,1177,639,3.0859,134600,INLAND
-118.21,33.97,43,1751,400,1558,379,3.0313,166100,<1H OCEAN
-119.55,37.75,30,2165,536,1500,414,3.5391,55900,INLAND
-117.91,33.61,36,3082,455,771,365,11.216,500001,<1H OCEAN
-117.14,32.76,35,1785,493,965,506,2.0792,160000,NEAR OCEAN
-122.48,38.5,37,3049,,1287,439,4.3125,276500,INLAND
-121.25,38.68,15,1497,243,730,242,4.9688,135600,INLAND
-121.22,39.43,17,2254,485,1007,433,1.7,92300,INLAND
-118.01,33.93,31,3395,742,1886,737,4.4118,174400,<1H OCEAN
-120.1,38.91,33,1561,282,30,11,1.875,500001,INLAND
-117.73,34.08,28,5173,1069,3502,954,3.8438,130800,INLAND
-122.09,37.4,17,748,184,412,180,3.4375,290600,NEAR BAY
-122.15,37.45,52,568,91,219,75,6.1575,500001,NEAR BAY
-118.13,33.89,29,2823,737,1723,678,2.7121,165500,<1H OCEAN
-119.64,36.31,27,1513,314,1071,284,1.5909,50100,INLAND
-122.45,37.74,38,5688,930,2263,908,6.203,346800,NEAR BAY
-122.37,37.93,45,3150,756,1798,749,1.75,37900,NEAR BAY
-117.23,33.94,8,2405,537,1594,517,3.0789,114200,INLAND
-119.41,36.68,18,1802,332,945,292,3.4044,115300,INLAND
-118.35,34.03,42,2043,512,1634,501,1.9928,125400,<1H OCEAN
-119.33,36.3,11,3045,,1563,516,5.4337,133800,INLAND
-122,37.54,26,1910,371,852,357,5.8325,298900,<1H OCEAN
-118.53,34.45,10,5509,969,3002,959,5.5981,220100,<1H OCEAN
-118.3,33.86,35,2016,365,1083,369,5.1727,230200,<1H OCEAN
-122.12,37.88,35,2785,362,1001,363,8.0448,433300,NEAR BAY
-117.81,33.88,19,2265,283,904,279,9.2327,461300,<1H OCEAN
-118.18,34.01,42,1845,497,2191,492,2.3462,127300,<1H OCEAN
-121.24,37.98,33,450,123,236,103,1.1964,80400,INLAND
-122.17,37.76,47,2118,413,965,382,2.1842,107900,NEAR BAY
-117.89,33.89,17,1671,192,678,206,13.1107,467600,<1H OCEAN
-118.36,33.98,39,813,185,344,154,3.5833,218800,<1H OCEAN
-118.15,34.1,36,3514,818,2277,828,3.1211,229300,<1H OCEAN
-118.27,34.05,12,535,328,1194,365,1.2012,275000,<1H OCEAN
-122.23,37.78,43,1420,472,1506,438,1.9338,112500,NEAR BAY
-117.02,32.79,36,2211,384,868,329,4.0491,147900,<1H OCEAN
-118.32,34.03,35,3189,935,2221,801,2.1046,114000,<1H OCEAN
-118.38,34.18,40,2079,568,1396,526,3.0061,190800,<1H OCEAN
-117.08,33.23,14,3337,571,1385,512,4.15,272200,<1H OCEAN
-121.44,37.7,5,1365,196,591,156,6.0389,215100,INLAND
-121.29,38.01,2,6403,1116,3327,957,4.4871,137900,INLAND
-118.2,33.85,46,1854,462,1360,429,2.4844,158200,<1H OCEAN
-116.99,32.8,34,3657,538,1513,562,5.2907,195800,<1H OCEAN
-116.33,33.72,11,12327,2000,2450,1139,7.4382,353100,INLAND
-117.55,33.95,17,3196,444,1581,462,5.9333,229400,INLAND
-121.27,38.65,33,1984,289,842,276,5.2949,173300,INLAND
-117.23,33.01,18,3961,511,1541,470,11.1118,500001,NEAR OCEAN
-117.15,32.91,15,1613,303,702,240,4.875,169300,<1H OCEAN
-118.31,33.99,48,2235,433,1363,433,1.6559,101400,<1H OCEAN
-122.13,37.43,40,3454,648,1498,647,5.2114,438400,NEAR BAY
-118.07,33.87,28,2399,436,1613,429,3.6339,220100,<1H OCEAN
-122.17,37.75,47,998,211,597,185,3.1587,100400,NEAR BAY
-124.1,40.95,17,1485,345,823,316,1.8993,78400,NEAR OCEAN
-121.39,38.62,45,2696,624,1059,582,1.8176,160900,INLAND
-117.06,32.56,5,2706,925,3148,855,1.7301,125000,NEAR OCEAN
-119.74,36.79,28,2857,619,1614,592,2.1573,71400,INLAND
-122.5,37.75,45,1672,344,838,314,4.1419,291500,NEAR OCEAN
-117.71,34.1,52,567,152,2688,126,1.875,212500,INLAND
-122.49,37.85,38,240,29,63,34,12.2547,500001,NEAR BAY
-118.46,34.19,20,5992,1820,4826,1632,2.7237,233500,<1H OCEAN
-118.08,33.77,26,2461,562,971,544,2.1944,87500,<1H OCEAN
-118.98,35.37,35,825,179,670,181,1.1638,57900,INLAND
-117.28,34.13,44,2469,568,1363,517,1.8396,77100,INLAND
-122.15,37.72,29,4169,1047,2024,962,2.8125,157400,NEAR BAY
-120.83,35.33,14,4155,787,2112,755,4.4766,192700,NEAR OCEAN
-118.15,34.18,46,2230,488,1985,456,2.2328,142100,<1H OCEAN
-118.87,35.37,14,2458,433,1352,411,3.5441,87000,INLAND
-121.84,38.02,46,66,22,37,21,0.536,87500,INLAND
-117.23,32.81,22,3205,429,1083,410,8.1844,406300,NEAR OCEAN
-117.82,33.76,33,2774,428,1229,407,6.2944,265600,<1H OCEAN
-120.45,34.65,27,2253,382,1197,384,3.3203,134700,NEAR OCEAN
-115.39,32.76,16,1136,196,481,185,6.2558,146300,INLAND
-117.06,34.03,27,1945,446,859,418,1.5203,126200,INLAND
-121.33,38.01,36,1383,207,531,203,5.9191,151900,INLAND
-117.33,34.08,37,2267,405,1175,403,3.75,95200,INLAND
-118.04,33.72,14,4494,1048,2222,963,4.7821,169400,<1H OCEAN
-121.93,37.34,48,2068,495,946,452,3.0375,218500,<1H OCEAN
-118.94,34.16,3,1170,148,493,142,8.0428,500001,<1H OCEAN
-119.05,36.09,9,3297,568,1749,568,4.0217,99200,INLAND
-117.31,34.03,9,1199,187,629,207,5.7393,151600,INLAND
-118.27,34.07,32,1657,579,2071,598,2.1135,152500,<1H OCEAN
-117.61,33.67,3,4541,720,1600,583,6.8004,284900,<1H OCEAN
-118.04,33.95,35,1945,357,1227,359,5.2162,171900,<1H OCEAN
-118.21,33.9,35,2420,579,2010,540,2.0817,104600,<1H OCEAN
-117.31,33.24,6,1580,288,792,265,4.0469,162400,<1H OCEAN
-121.42,38.7,10,2562,460,1478,433,4.0625,96200,INLAND
-117.94,33.92,28,639,179,1062,169,3.0588,145200,<1H OCEAN
-117.86,33.72,31,1194,297,1602,306,2.3333,157700,<1H OCEAN
-118.46,33.97,18,9430,2473,3408,2003,6.1726,500001,<1H OCEAN
-117.08,32.83,7,13703,2352,4446,1856,6.4335,260600,<1H OCEAN
-118.41,34.28,32,2574,531,2609,472,3.7566,146700,<1H OCEAN
-115.51,32.99,20,1402,287,1104,317,1.9088,63700,INLAND
-117.23,34.15,17,5036,817,2084,833,4.6445,137200,INLAND
-118.85,34.23,13,5094,764,2230,737,6.4823,290900,<1H OCEAN
-118.32,34.17,39,1995,564,1202,544,3.5875,250000,<1H OCEAN
-116.56,33.83,36,1765,399,451,264,2.6083,321900,INLAND
-121.78,38.68,39,2806,662,1659,638,1.9787,97800,INLAND
-116.57,33.84,18,7962,1652,2009,921,3.3897,230200,INLAND
-122.3,40.58,19,1043,204,505,183,1.6033,98800,INLAND
-118.38,33.81,41,1889,301,802,278,6.015,488500,NEAR OCEAN
-117.17,33.34,15,3313,679,1022,564,2.7986,189900,<1H OCEAN
-117.69,34.04,5,4459,896,2028,881,4.0096,182600,INLAND
-118.99,35.39,36,1438,348,1054,341,1.8319,55400,INLAND
